ID,질문,대답
1293,무슨 메카 연구실이 있나요?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
968,메카 학과장님이 누군지 궁금하다,정명진 교수님
96,남대훈 교수님 연구실 좀 알려줘,공학관 B동 318호
963,메카 학과장님이 누구더라?,정명진 교수님
1691,신호및시스템은 뭘 배우나요?,"전공선택
실생활이나 공학 분야의 신호와 시스템의 특성에 대해서 학습한다. 연속(Continuous-time) 및 이산(Discrete-time) 신호와 다양한 수학적 도구(푸리에 표현, 라플라스 변환, Z변환)를 이용하여 신호 및 시스템을 해석하고 분석하는 방법을 학습한다."
1537,공업수학2는 뭐 가르치세요?,"기초선택(전공)
공학의 실용적인 문제와 관련하여 시스템의 모델링, 동적거동을 해석하는데 필요한 수학을 학습한다."
111,남윤석 교수님 연구실 좀 알려줘,공학관 B동 317호
1590,재료역학은 뭘 배울까?,"전공선택
각 부재의 안정성을 판단하기 위해 구조물의 역학적 해석능력을 키우고 이를 반영한 구조물 설계개선능력을 갖추도록 하는데 있다."
473,핵교 뭔줄알아?,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법"
1622,디지털회로에 대해 알려줘요,"전공필수
디지털의 수 체계 및 조합논리와 순서회로를 이해하여 디지털시스템의 동작원리의 이해 및 설계능력을 갖추도록 하고, 마이크로프로세서 및 컴퓨터시스템을 이해하기 위한 기본능력을 갖추도록 한다."
572,남대훈 교수님 연구실 위치 좀요,공학관 B동 318호
1763,제어공학은 뭐 가르쳐요?,"전공필수
동적 시스템의 특성, 모델링 및 이를 제어하는 기법에 대하여 학습한다."
412,16학번 졸업요건은 어떻게 되나요??,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점"
458,핵심교양 알려줄래?,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법"
359,21학번 전필,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계36"
464,핵심교양 읊조려봐,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법"
472,핵교 뭘까?,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법"
1129,메카트로닉스 공학과 융합전공 종류좀,"스마트팩토리, 인공지능융합,지능형로봇융합"
868,17학번 졸업요건이 뭐지요?,"학점기준
졸업학점: 140, 교양: 25, 계열기초: 30, 전공: 70, 현장실무:4
어학자격
토익 550점"
1274,메카 연구실 뭐가 있노?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
1082,메카 공학기초 과목 알려주세요,"글쓰기, 영어1.2, 글로벌잉글리쉬, 가치와비전, 창의와실천"
2089,스마트팩토리디바이스제어에 대해 알려주소,"전공선택
디바이스(센서, 액추에이터, 신호 입출력 장치), 통신 및 제어시스템의 기본원리 이해 ? 디바이스 활용한 현장 맞춤형 프로젝트 실습 ? 역량강화 성취도를 높이기 위하여 온라인-오프라인 강의와 전문가 특강, 그리고 실습(Team project)을 병행 ? 스마트팩토리 구현 시 발생 가능한 문제점에 대한 개선안 도출"
700,허헌 교수님 번호 내놔,031)8041-0463
1171,메카트로닉스 공학 학생회장 누굽니까?,임현종
83,김효영 교수님 이메일 알려줘,kimhy@kpu.ac.kr
1593,재료역학은 뭐 배우노?,"전공선택
각 부재의 안정성을 판단하기 위해 구조물의 역학적 해석능력을 키우고 이를 반영한 구조물 설계개선능력을 갖추도록 하는데 있다."
1611,전자회로실험은 뭘 배울까?,"전공필수
전자회로에서 학습한 전자소자와 회로에 대한 실습을 통해 동작 원리와 특성을 이해한다. 회로 분석과 설계 능력을 배양하기 위해 계측기와 분석 S/W 사용법을 학습한다."
15,정명진 교수님 연락처,031)8941-0461
1730,반도체장비개론에 대해 알려주세요,"전공선택
DRAM, NAND Flash를 포함한 반도체 소자 제조에 필요한 에칭, 증착, 패터닝 등에 사용되는 반도체 공정 장비들의 작동 원리를 이해하고 관련 지식을 습득한다."
855,17학번 졸업기준을 알려주오,"학점기준
졸업학점: 140, 교양: 25, 계열기초: 30, 전공: 70, 현장실무:4
어학자격
토익 550점"
1222,메카 학생부회장 좀요,안태준
1931,종합설계기획은 뭐 가르쳐요?,"전공필수
창의적 공학설계, 교양학적 사고, 기초전공지식, 전공 심화 등의 내용을 기반으로 메카트로닉스 전공 교과목의 개념을 종합적으로 이해하여 전공 관련 제품을 설계하기 위한 기획을 행한다."
1342,메카 EH 어떤 것들이 있을까요?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
1367,무슨 메카 EH이 있습니까?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
352,21학번 전공필수과목 알려줘,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계29"
1835,마이크로컴퓨터구조에 대해 알려주세요,"전공선택
마이크로프로세서의 중앙처리 장치, 레지스터, 산술연산장치 및 내부 주변회로 등의 하드웨어 구조를 이해하고, 기억장치 및 외부 주변 장치와의 인터페이스 방법 등에 대해 학습하여 마이크로컴퓨터시스템의 구축방법을 습득한다. 또한 마이크로컴퓨터 프로그래밍을 위한 C언어를 이해하고 C언어를 이용하여 마이크로컴퓨터 시스템을 동작시키는 방법을 실습과 더불어 습득한다."
1404,창의적공학설계는 뭘 배울까?,"전공필수
메카트로닉스공학 입문자에게 공학에 대한 이해와 전공이수에 필요한 기초이론을 가르쳐 전공에 대한 이해도를 높인다."
1391,메카트로닉스입문은 뭐 가르치지?,"전공필수
메카트로닉스공학 입문자에게 공학에 대한 이해와 전공이수에 필요한 기초이론을 가르쳐 전공에 대한 이해도를 높인다."
130,이승훈 교수님 번호 알려줘,031)8041-0367
804,19학번 전공필수과목 알려주오,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계3"
1009,메카 학과장님이 누군지 궁금한대요,정명진 교수님
1895,비주얼프로그래밍에 대해 알려줘요,"전공필수
C++ 를 기반으로 다양한 MFC클래스를 활용하여 윈도우 기반의 비주얼 프로그램을 작성한다. 다양한 MFC 클래스, API 및 GDI 개념을 학습하고 이를 활용하여 파일 입출력, 그래픽, 네트워크 통신이 가능한 윈도우 응용 프로그램을 작성한다."
891,16학번 졸업요건 좀 알려주오,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점"
1200,메카트로닉스 공학과 학생 부회장 누굴까나?,안태준
19,심재홍 교수님 연구실 위치 좀,공학관 B동319호
236,B동 학과 행정실 위치 좀,공학관 B동 307호
547,김기현 교수님 이메일 뭐노,khkim12@kpu.ac.kr
1564,스마트융합기초에 대해 알려주소,"전공필수
스마트 융합제품을 구성하는 컴포넌트인 MCU(아두이노, M-Bed 등), 센서, 모터 등에 대해 기본적인 이론을 학습하고, Open Source를 이용하여 하나의 제품(10D 프린터, 휴머노이드 로봇)으로 제작하는 과정을 경험하여 메카트로닉스 기반 제품 설계 및 제작의 기초 지식 및 능력을 갖추도록 한다."
512,이석원 교수님 연구실 위치 좀요,공학관 B동 407호
1289,어떤 메카 연구실이 있습니까?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
883,16학번 졸업기준을 알려주오,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점"
1077,기초교과 알려주세요,"글쓰기, 영어1.2, 글로벌잉글리쉬, 가치와비전, 창의와실천"
1008,메카 학과장님이 누군지 궁금터지네,정명진 교수님
1970,기계요소설계는 뭐 배우디지털회로실험는이지 알려줘,"전공선택
자동화 기구 시스템을 설계할 때 고려해야 하는 각종 요소들의 설계방법과 선정방법 등을 학습하여 효율적인 기구를 설계할 수 있는 능력을 배양한다."
1525,공업수학2에 대해 알려주소,"기초선택(전공)
공학의 실용적인 문제와 관련하여 시스템의 모델링, 동적거동을 해석하는데 필요한 수학을 학습한다."
788, 18학번 전공필수과목은 뭘까?,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2"
